Field ID,Description,Category,N,beta,p,Notes
20118-5,Home area population density,Location - Sociodemographics,17477/21206,NA,3.09E-82,"most positive score in 'England/Wales - Village - less sparse', least in 'Scotland - Accessible Small Town'"
